
碍荐老荐
瘤痢/瘤开疙 : 力林

乞闭 碍荐老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1991,11.0,15.0,15.0,12.0,13.0,13.0,17.0,11.0,12.0,3.0,7.0,11.0,140.0,7
1992,12.0,6.0,20.0,11.0,8.0,7.0,9.0,14.0,10.0,2.0,7.0,13.0,119.0,22
1993,15.0,8.0,12.0,5.0,10.0,12.0,11.0,19.0,9.0,6.0,16.0,9.0,132.0,12
1994,8.0,10.0,9.0,9.0,8.0,9.0,3.0,12.0,5.0,9.0,8.0,10.0,100.0,29
1995,12.0,10.0,9.0,8.0,11.0,12.0,12.0,13.0,9.0,6.0,7.0,9.0,118.0,24
1996,8.0,10.0,11.0,8.0,8.0,17.0,12.0,11.0,3.0,9.0,12.0,10.0,119.0,21
1997,7.0,7.0,10.0,11.0,10.0,9.0,9.0,17.0,8.0,3.0,13.0,12.0,116.0,25
1998,17.0,9.0,8.0,12.0,10.0,17.0,11.0,6.0,10.0,8.0,6.0,6.0,120.0,20
1999,13.0,10.0,15.0,8.0,8.0,13.0,19.0,23.0,16.0,4.0,14.0,8.0,151.0,2
2000,15.0,6.0,9.0,11.0,9.0,17.0,8.0,10.0,13.0,8.0,8.0,4.0,118.0,23
2001,17.0,10.0,9.0,10.0,13.0,13.0,11.0,16.0,10.0,11.0,6.0,18.0,144.0,6
2002,15.0,5.0,9.0,9.0,11.0,8.0,15.0,12.0,10.0,10.0,12.0,18.0,134.0,11
2003,12.0,12.0,14.0,12.0,15.0,13.0,21.0,16.0,10.0,4.0,16.0,10.0,155.0,1
2004,12.0,9.0,11.0,8.0,15.0,10.0,6.0,17.0,15.0,7.0,7.0,5.0,122.0,19
2005,15.0,17.0,10.0,6.0,9.0,4.0,16.0,10.0,6.0,9.0,7.0,15.0,124.0,18
2006,14.0,12.0,11.0,14.0,15.0,11.0,17.0,12.0,14.0,6.0,11.0,12.0,149.0,4
2007,17.0,10.0,6.0,6.0,11.0,12.0,16.0,14.0,16.0,6.0,3.0,11.0,128.0,15
2008,12.0,7.0,12.0,11.0,10.0,18.0,9.0,15.0,16.0,6.0,12.0,11.0,139.0,8
2009,15.0,14.0,10.0,7.0,8.0,10.0,16.0,17.0,10.0,5.0,11.0,15.0,138.0,9
2010,16.0,13.0,17.0,16.0,7.0,10.0,15.0,14.0,15.0,11.0,2.0,13.0,149.0,3
2011,12.0,8.0,6.0,9.0,12.0,15.0,11.0,15.0,8.0,5.0,15.0,14.0,130.0,13
2012,13.0,20.0,10.0,10.0,6.0,8.0,12.0,17.0,11.0,4.0,13.0,22.0,146.0,5
2013,6.0,12.0,6.0,6.0,6.0,17.0,4.0,9.0,10.0,8.0,13.0,12.0,109.0,27
2014,7.0,10.0,9.0,9.0,8.0,9.0,15.0,15.0,11.0,6.0,11.0,17.0,127.0,16
2015,10.0,9.0,9.0,14.0,9.0,15.0,8.0,11.0,9.0,4.0,18.0,12.0,128.0,14
2016,13.0,11.0,8.0,12.0,12.0,14.0,9.0,7.0,16.0,14.0,11.0,10.0,137.0,10
2017,9.0,8.0,8.0,6.0,7.0,7.0,4.0,11.0,9.0,9.0,8.0,11.0,97.0,30
2018,18.0,11.0,10.0,8.0,12.0,12.0,6.0,10.0,13.0,6.0,6.0,13.0,125.0,17
2019,5.0,7.0,9.0,8.0,5.0,8.0,13.0,12.0,17.0,9.0,7.0,7.0,107.0,28
2020,10.0,10.0,8.0,6.0,9.0,12.0,18.0,9.0,14.0,4.0,7.0,6.0,113.0,26
乞闭,12.2,10.2,10.3,9.4,9.8,11.7,11.8,13.2,11.2,6.7,9.8,11.5


乞闭 拌例喊 碍荐老荐
楷档,航(3~5岿),咯抚(6~8岿),啊阑(9~11岿),败匡(12~劳斥2岿)
1991,40.0,41.0,22.0,29.0
1992,39.0,30.0,19.0,36.0
1993,27.0,42.0,31.0,27.0
1994,26.0,24.0,22.0,32.0
1995,28.0,37.0,22.0,27.0
1996,27.0,40.0,24.0,24.0
1997,31.0,35.0,24.0,38.0
1998,30.0,34.0,24.0,29.0
1999,31.0,55.0,34.0,29.0
2000,29.0,35.0,29.0,31.0
2001,32.0,40.0,27.0,38.0
2002,29.0,35.0,32.0,42.0
2003,41.0,50.0,30.0,31.0
2004,34.0,33.0,29.0,37.0
2005,25.0,30.0,22.0,41.0
2006,40.0,40.0,31.0,39.0
2007,23.0,42.0,25.0,30.0
2008,33.0,42.0,34.0,40.0
2009,25.0,43.0,26.0,44.0
2010,40.0,39.0,28.0,33.0
2011,27.0,41.0,28.0,47.0
2012,26.0,37.0,28.0,40.0
2013,18.0,30.0,31.0,29.0
2014,26.0,39.0,28.0,36.0
2015,32.0,34.0,31.0,36.0
2016,32.0,30.0,41.0,27.0
2017,21.0,22.0,26.0,40.0
2018,30.0,28.0,25.0,25.0
2019,22.0,33.0,33.0,27.0
2020,23.0,39.0,25.0,28.0
乞闭	,29.6,36.7,27.7,33.7


碍荐老荐 包螟蔼
楷档,朝楼,瘤痢,包螟蔼
1992,0606,力林,0.6
1992,0614,力林,43.5
1992,0621,力林,0.5
1992,0622,力林,12
1992,0623,力林,10.8
1992,0701,力林,0.6
1992,0710,力林,3.2
1992,0711,力林,2.2
1992,0712,力林,0.1
1992,0713,力林,52.8
1992,0714,力林,15.7
1992,0715,力林,1.8
1992,0716,力林,15.1
1992,0717,力林,0.5
1992,0801,力林,0.2
1992,0805,力林,0.5
1992,0807,力林,0.9
1992,0811,力林,2.8
1992,0812,力林,59.4
1992,0813,力林,0.7
1992,0814,力林,8.9
1992,0815,力林,0.1
1992,0816,力林,18.8
1992,0817,力林,0.8
1992,0824,力林,3.7
1992,0825,力林,34.4
1992,0826,力林,28.3
1992,0831,力林,38.8
1992,0901,力林,34.2
1992,0902,力林,0.1
1992,0908,力林,20.1
1992,0909,力林,28.9
1992,0913,力林,9.3
1992,0921,力林,1
1992,0923,力林,11.8
1992,0924,力林,58.8
1992,0928,力林,25.1
1992,0929,力林,2.6
1992,1004,力林,6.4
1992,1007,力林,0.6
1992,1103,力林,0.1
1992,1105,力林,8.7
1992,1109,力林,9.3
1992,1110,力林,4.3
1992,1119,力林,31.5
1992,1120,力林,1.9
1992,1121,力林,0.5
1992,1205,力林,5
1992,1206,力林,9.5
1992,1207,力林,4.1
1992,1209,力林,3.7
1992,1210,力林,0.3
1992,1211,力林,1.1
1992,1214,力林,1.4
1992,1215,力林,0.1
1992,1220,力林,5.5
1992,1223,力林,0.4
1992,1224,力林,0.2
1992,1227,力林,3.4
1992,1228,力林,0.1
1993,0106,力林,6.5
1993,0107,力林,7.2
1993,0109,力林,12.2
1993,0110,力林,4.9
1993,0113,力林,8.9
1993,0114,力林,5.3
1993,0116,力林,1.6
1993,0117,力林,0.9
1993,0118,力林,2
1993,0119,力林,2.3
1993,0120,力林,0.7
1993,0124,力林,2.1
1993,0125,力林,0.5
1993,0127,力林,1.7
1993,0128,力林,0.5
1993,0207,力林,0.5
1993,0209,力林,2
1993,0216,力林,14.4
1993,0220,力林,6.2
1993,0221,力林,12.5
1993,0223,力林,1.6
1993,0224,力林,0.2
1993,0227,力林,5.5
1993,0301,力林,0.4
1993,0306,力林,10.1
1993,0309,力林,0.5
1993,0314,力林,6
1993,0315,力林,42.1
1993,0317,力林,0.2
1993,0318,力林,7
1993,0323,力林,4.2
1993,0324,力林,19.5
1993,0325,力林,2.1
1993,0327,力林,0.6
1993,0330,力林,1.9
1993,0404,力林,0.2
1993,0421,力林,7.1
1993,0428,力林,15.4
1993,0429,力林,6
1993,0430,力林,0.3
1993,0501,力林,1.4
1993,0502,力林,28.3
1993,0506,力林,28.5
1993,0509,力林,35.8
1993,0513,力林,4.7
1993,0514,力林,9.3
1993,0517,力林,7.4
1993,0521,力林,9.1
1993,0522,力林,0.8
1993,0529,力林,16.5
1993,0601,力林,20.6
1993,0602,力林,9.4
1993,0608,力林,10.5
1993,0615,力林,3.9
1993,0616,力林,0.3
1993,0618,力林,26.6
1993,0619,力林,2.3
1993,0622,力林,74.5
1993,0623,力林,19.2
1993,0628,力林,0.7
1993,0629,力林,25.9
1993,0630,力林,11
1993,0704,力林,9.9
1993,0707,力林,2
1993,0714,力林,34.4
1993,0716,力林,37
1993,0717,力林,16.9
1993,0722,力林,0.5
1993,0726,力林,10.9
1993,0727,力林,22.1
1993,0729,力林,3.2
1993,0730,力林,0.4
1993,0731,力林,0.2
1993,0801,力林,12.2
1993,0802,力林,16.7
1993,0806,力林,9.9
1993,0807,力林,132.2
1993,0808,力林,6.8
1993,0809,力林,1.3
1993,0810,力林,16
1993,0813,力林,4.8
1993,0814,力林,44.2
1993,0815,力林,12.8
1993,0816,力林,58
1993,0817,力林,59.3
1993,0818,力林,22.6
1993,0819,力林,93.6
1993,0820,力林,6
1993,0821,力林,33.8
1993,0822,力林,0.7
1993,0825,力林,0.6
1993,0826,力林,46.9
1993,0903,力林,4.2
1993,0912,力林,7.9
1993,0913,力林,0.3
1993,0914,力林,2.5
1993,0917,力林,1.2
1993,0919,力林,0.6
1993,0920,力林,0.4
1993,0922,力林,0.9
1993,0929,力林,16.2
1993,1015,力林,5.3
1993,1017,力林,1.7
1993,1020,力林,0.6
1993,1022,力林,4.2
1993,1028,力林,24.2
1993,1029,力林,24.2
1993,1106,力林,11.3
1993,1107,力林,8.4
1993,1108,力林,0.1
1993,1110,力林,44.3
1993,1111,力林,3.7
1993,1112,力林,0.5
1993,1113,力林,5
1993,1117,力林,1.4
1993,1119,力林,4.7
1993,1120,力林,0.8
1993,1121,力林,14.1
1993,1122,力林,2
1993,1123,力林,4.5
1993,1124,力林,1.2
1993,1126,力林,2.4
1993,1130,力林,11.2
1993,1203,力林,15.6
1993,1209,力林,1.5
1993,1210,力林,12.4
1993,1213,力林,14.5
1993,1217,力林,0.2
1993,1219,力林,3.4
1993,1221,力林,3.9
1993,1222,力林,0.6
1993,1230,力林,4.3
1994,0116,力林,2.9
1994,0117,力林,3.2
1994,0120,力林,1.9
1994,0121,力林,7.2
1994,0125,力林,1.2
1994,0128,力林,0.1
1994,0129,力林,2.3
1994,0131,力林,18.7
1994,0201,力林,1.1
1994,0204,力林,1.6
1994,0208,力林,0.7
1994,0209,力林,0.5
1994,0211,力林,20.9
1994,0212,力林,2
1994,0214,力林,2.1
1994,0215,力林,15.9
1994,0227,力林,0.2
1994,0228,力林,1
1994,0307,力林,4.6
1994,0309,力林,4
1994,0311,力林,2.5
1994,0312,力林,15.9
1994,0322,力林,8.4
1994,0324,力林,4
1994,0325,力林,2.3
1994,0326,力林,1
1994,0328,力林,0.8
1994,0401,力林,13.2
1994,0406,力林,3.7
1994,0407,力林,0.2
1994,0410,力林,3.9
1994,0411,力林,1.2
1994,0412,力林,11.3
1994,0418,力林,13.7
1994,0420,力林,55.7
1994,0421,力林,3.6
1994,0503,力林,3.3
1994,0510,力林,1
1994,0511,力林,4.5
1994,0514,力林,11.1
1994,0517,力林,1.2
1994,0524,力林,0.6
1994,0525,力林,1.3
1994,0526,力林,1.8
1994,0608,力林,49.1
1994,0609,力林,12.5
1994,0612,力林,0.5
1994,0613,力林,2.4
1994,0617,力林,5.3
1994,0618,力林,146.8
1994,0619,力林,101.2
1994,0622,力林,24.2
1994,0629,力林,0.3
1994,0727,力林,31.7
1994,0728,力林,4.6
1994,0731,力林,36
1994,0801,力林,7.6
1994,0802,力林,6.6
1994,0809,力林,22
1994,0810,力林,98.5
1994,0811,力林,128
1994,0812,力林,58.7
1994,0813,力林,1.4
1994,0814,力林,32.5
1994,0815,力林,1.4
1994,0816,力林,7.2
1994,0817,力林,0.7
1994,0828,力林,0.7
1994,0905,力林,76.2
1994,0906,力林,9.8
1994,0907,力林,0.1
1994,0910,力林,0.6
1994,0914,力林,7.3
1994,1004,力林,0.8
1994,1010,力林,6
1994,1011,力林,189.3
1994,1012,力林,7.2
1994,1016,力林,2.5
1994,1017,力林,2
1994,1019,力林,1.5
1994,1020,力林,3.1
1994,1021,力林,58.7
1994,1113,力林,2.4
1994,1114,力林,8.4
1994,1115,力林,0.7
1994,1117,力林,1
1994,1118,力林,0.2
1994,1124,力林,0.2
1994,1128,力林,3.2
1994,1129,力林,1
1994,1207,力林,1.3
1994,1209,力林,1.6
1994,1210,力林,0.2
1994,1211,力林,8.1
1994,1212,力林,8.5
1994,1215,力林,0.1
1994,1221,力林,0.3
1994,1226,力林,5.4
1994,1230,力林,1.8
1994,1231,力林,1.2
1995,0103,力林,15.7
1995,0104,力林,0.8
1995,0105,力林,4
1995,0106,力林,0.8
1995,0110,力林,0.3
1995,0112,力林,0.2
1995,0113,力林,2.1
1995,0114,力林,0.7
1995,0121,力林,3
1995,0122,力林,21.4
1995,0129,力林,0.5
1995,0131,力林,2.7
1995,0204,力林,0.6
1995,0205,力林,3.2
1995,0208,力林,3.4
1995,0209,力林,8.9
1995,0211,力林,0.3
1995,0212,力林,29.6
1995,0216,力林,3.3
1995,0218,力林,1.2
1995,0225,力林,1.1
1995,0228,力林,3.5
1995,0304,力林,4.1
1995,0309,力林,19.5
1995,0310,力林,0.2
1995,0315,力林,8.3
1995,0316,力林,0.3
1995,0324,力林,8.7
1995,0325,力林,1.3
1995,0329,力林,4.3
1995,0330,力林,14.6
1995,0409,力林,14.6
1995,0411,力林,4.4
1995,0413,力林,9.1
1995,0414,力林,15.7
1995,0418,力林,5.5
1995,0421,力林,8.2
1995,0422,力林,12
1995,0429,力林,3.4
1995,0501,力林,29.5
1995,0503,力林,1.5
1995,0510,力林,9.6
1995,0513,力林,49.5
1995,0514,力林,4.7
1995,0515,力林,9.2
1995,0520,力林,9.3
1995,0521,力林,0.7
1995,0525,力林,11.5
1995,0528,力林,10.1
1995,0529,力林,0.4
1995,0602,力林,10.5
1995,0603,力林,24.3
1995,0609,力林,5.5
1995,0610,力林,0.1
1995,0612,力林,26
1995,0613,力林,10.4
1995,0617,力林,0.1
1995,0618,力林,1.1
1995,0621,力林,14
1995,0622,力林,0.2
1995,0625,力林,0.4
1995,0630,力林,8.3
1995,0701,力林,5.7
1995,0702,力林,118
1995,0703,力林,1.3
1995,0704,力林,1.4
1995,0705,力林,30.3
1995,0706,力林,16.9
1995,0707,力林,71.5
1995,0721,力林,0.2
1995,0722,力林,120.9
1995,0723,力林,45.8
1995,0724,力林,0.9
1995,0730,力林,0.3
1995,0806,力林,1.7
1995,0809,力林,9.6
1995,0810,力林,0.7
1995,0818,力林,0.4
1995,0819,力林,39.5
1995,0820,力林,204.5
1995,0821,力林,28
1995,0822,力林,0.8
1995,0823,力林,0.5
1995,0824,力林,4.5
1995,0825,力林,1.6
1995,0826,力林,26.6
1995,0829,力林,18.5
1995,0903,力林,6.6
1995,0904,力林,0.3
1995,0910,力林,1.5
1995,0913,力林,0.9
1995,0914,力林,0.8
1995,0922,力林,11.9
1995,0923,力林,95.6
1995,0926,力林,1.5
1995,0930,力林,2.1
1995,1001,力林,17.8
1995,1003,力林,2.6
1995,1005,力林,5.8
1995,1008,力林,0.2
1995,1015,力林,20.1
1995,1024,力林,20.3
1995,1101,力林,1
1995,1108,力林,0.2
1995,1110,力林,0.5
1995,1113,力林,4.2
1995,1114,力林,13.3
1995,1123,力林,11.9
1995,1124,力林,2.7
1995,1205,力林,7.5
1995,1206,力林,3
1995,1207,力林,5.7
1995,1208,力林,1.2
1995,1218,力林,0.3
1995,1224,力林,1.1
1995,1225,力林,1.2
1995,1228,力林,2.4
1995,1230,力林,0.2
1996,0108,力林,4.6
1996,0109,力林,0.8
1996,0113,力林,3.1
1996,0114,力林,2.8
1996,0115,力林,11.5
1996,0117,力林,3.4
1996,0118,力林,1.1
1996,0122,力林,2.6
1996,0201,力林,0.9
1996,0202,力林,0.4
1996,0205,力林,0.2
1996,0208,力林,0.3
1996,0209,力林,1.4
1996,0210,力林,3.2
1996,0217,力林,2.9
1996,0224,力林,1.5
1996,0225,力林,4.9
1996,0229,力林,5.5
1996,0314,力林,20.8
1996,0315,力林,46.5
1996,0316,力林,14.4
1996,0317,力林,18.1
1996,0321,力林,6.1
1996,0322,力林,0.4
1996,0324,力林,1.8
1996,0325,力林,1.1
1996,0328,力林,1
1996,0329,力林,3.6
1996,0330,力林,0.3
1996,0406,力林,0.8
1996,0414,力林,11
1996,0415,力林,1.9
1996,0416,力林,1.4
1996,0417,力林,3.3
1996,0419,力林,1.4
1996,0429,力林,12.4
1996,0430,力林,3.3
1996,0504,力林,17
1996,0507,力林,8.2
1996,0508,力林,2.7
1996,0520,力林,1
1996,0521,力林,0.6
1996,0527,力林,0.5
1996,0528,力林,11.8
1996,0529,力林,15.4
1996,0603,力林,2.5
1996,0604,力林,3.5
1996,0607,力林,1.8
1996,0608,力林,0.2
1996,0610,力林,2.9
1996,0614,力林,6.6
1996,0616,力林,4.4
1996,0617,力林,9.2
1996,0619,力林,47.1
1996,0620,力林,20.2
1996,0621,力林,0.4
1996,0623,力林,22.1
1996,0624,力林,13.7
1996,0625,力林,40.6
1996,0627,力林,36.7
1996,0628,力林,8.7
1996,0629,力林,3.1
1996,0702,力林,2.5
1996,0703,力林,4.8
1996,0704,力林,1
1996,0705,力林,1.4
1996,0707,力林,0.4
1996,0710,力林,1.6
1996,0711,力林,27.5
1996,0712,力林,0.2
1996,0713,力林,5.9
1996,0714,力林,1.3
1996,0715,力林,0.1
1996,0716,力林,2
1996,0810,力林,6.1
1996,0811,力林,0.2
1996,0819,力林,0.4
1996,0820,力林,10.7
1996,0821,力林,28.7
1996,0824,力林,1.6
1996,0827,力林,0.2
1996,0828,力林,15.2
